단어,빈도수
유황,1
주차장,1
쏜살같이,1
갔지만,1
세워두,1
스프링,1
당기,1
동장,1
폐사,1
조물,1
그리워하고,1
몰려오고,1
올라가려,1
박살,1
죽어라,1
씨팔,1
읊,1
조리,1
커브,1
둔중한,1
해가는,1
강릉,1
속초,1
삼척,1
원주,1
빠뜨,1
일간,1
서정,1
춥고,1
하라,1
많아지,1
조명등,1
살이었,1
찾아보지,1
졸업식,1
겨울방학,1
기한,1
됐겠어요,1
원주역,1
타나,1
다무는,1
어두움,1
따스함에,1
싶다면,1
등불,1
오천원,1
호두,1
심약한,1
수치심,1
데려갔던,1
갑갑해,1
견디겠다는,1
훌훌,1
기호,1
식료품,1
되돌아왔을,1
알갱이,1
포도주스,1
따자마자,1
단숨,1
마시고는,1
어이없이,1
악화,1
우스꽝스럽고,1
치웠다,1
종이갑,1
소풍,1
였거든요,1
해죽,1
라기보다는,1
굶주림,1
찾아다녔던,1
젊었을까,1
걷어차였던,1
큰거,1
늑막,1
주먹다짐,1
주스,1
몰두하였,1
서툴러서,1
점점이,1
부스러졌다,1
급박하고,1
매끄러,1
들여다보더니,1
흘리다가,1
안쓰러운,1
이어지던,1
술안주,1
짐차,1
지나치려,1
보고서,1
멎었다,1
저러다,1
어지러워,1
쓰러질,1
달려가면,1
잽싸게,1
달아나곤,1
안았을,1
그침,1
벗어던지더니,1
어쩌려,1
높아서,1
입히려,1
다니다가,1
깡총,1
대각선,1
달려나,1
펼쳐서,1
찾아보고,1
찾아보는,1
움직이기,1
끄덕이고는,1
끼어들,1
내밀었다가는,1
재미없다는,1
하여만,1
쓰이고,1
동창,1
다며,1
제시,1
손쉽게,1
배운다는,1
나란,1
정전기,1
애처로워,1
일박,1
찾았었다,1
학급,1
대폭,1
교실,1
특별활동,1
소금,1
격정,1
굽히며,1
찧어,1
헐떡이고,1
해내려,1
가뜩이나,1
비비면서,1
앞장섰다,1
가로질러,1
시라더니,1
허허벌판,1
후락했다,1
완행버스,1
지나치는,1
빈한,1
축구,1
중계,1
다림질,1
슬로모션,1
림질,1
일생,1
성실한,1
매며,1
알아보세,1
세탁,1
페인트,1
다리미,1
오버,1
복댓,1
재봉틀,1
인치,1
빼는,1
감수,1
앉도록,1
되었는데요,1
낙담한,1
교무주임,1
얘깃거,1
적잖이,1
작을뿐더러,1
중등,1
봅니까,1
금테,1
면밀한,1
난하거나,1
아니었는데,1
불편함을,1
희극배우,1
감으며,1
찡그리는,1
려는,1
싫어졌다고,1
일체,1
명운,1
재미있어요,1
유례,1
우발,1
범죄,1
많았는지,1
메며,1
구차하고,1
귀찮아요,1
구차하다니,1
소재지,1
즐비,1
굉장한,1
였단다,1
부딪혀서,1
힘들었다고,1
있었대,1
단위,1
만나던,1
구차해서,1
신물,1
난다는,1
힘드,1
셨겠군,1
있겠습니다,1
냉담했다,1
글쓰기,1
햇수,1
해외,1
통신,1
쓰겠다고,1
자청,1
겠다며,1
보였지만,1
탤,1
런트,1
몰랐는데요,1
소꿉친구,1
알아보니,1
전학,1
비평,1
내밀곤,1
기다리세요,1
황곡문,1
월간지,1
따져,1
있겠지만,1
학년,1
왔습니다,1
훑어가는,1
순수하고,1
수호천사,1
편이었는데도,1
문단,1
들여놓은,1
썼으며,1
찮,1
믿어야,1
혹독한,1
해주었다면,1
뱉은,1
짧았다,1
시가,1
이여,1
맺고,1
신비,1
부치지만,1
틀리게,1
적고,1
들리면,1
도청,1
만족감,1
무능함이,1
까발려,1
확실했어요,1
언급,1
괴롭게,1
면박,1
이구나,1
정확해야,1
멋대로,1
등기우편,1
심했다,1
어법,1
불안정했던,1
모은,1
헝겊,1
발걸,1
팔랑거렸다,1
생년,1
했으면서도,1
떨어지,1
오므리고는,1
뱉곤,1
완벽한,1
였기에,1
실망하곤,1
짜증스러울,1
았으므,1
선동,1
보여주며,1
이었느냐,1
다달라고,1
달려가는,1
씹고,1
후문,1
부딪혀,1
있었냐는,1
가봐요,1
었잖아,1
다르구나,1
뜨며,1
간과,1
개정판,1
하구요,1
몰아서,1
쏟아놓고,1
막히는,1
뿜어내는,1
해드린다고,1
같고,1
그러더니,1
배울,1
리말,1
어순,1
하려구요,1
상도,1
떠들썩한,1
민족주의,1
해왔,1
만요,1
없습니까,1
데요,1
어떨지,1
해선,1
싶거든요,1
알파벳,1
아랍어,1
나누더니,1
번거로울,1
찾아보겠다는,1
다녔을,1
사항,1
않은데다,1
출입,1
나르기,1
보증금,1
권리금,1
집이었으니까,1
고쳐놓은,1
삯,1
알아봐,1
드려요,1
추워서,1
바름,1
시려구요,1
팔걸이,1
넣고는,1
접힌,1
보려고요,1
가타카나,1
음도,1
부서진,1
들어서자,1
생리대,1
무질서,1
남정,1
화투,1
치는지,1
넓적하고,1
걸기,1
쉽다는,1
확실하면,1
드물긴,1
장기,1
상당해요,1
빠를,1
쌓아두,1
팔도,1
몰려와서,1
박서방,1
다니시던,1
계신가,1
질벅,1
아저씨,1
살았죠,1
아시나요,1
하셨던,1
살더라도,1
가셨,1
는지만이라도,1
나쁘지는,1
이었던지,1
무뚝뚝하나마,1
흑자,1
주색,1
짚신벌레,1
입었고,1
찾는다는데,1
싹싹해,1
들여다봤다,1
모른다면,1
나가려는,1
사월,1
가로막으며,1
얻으려는,1
알구,1
순박한,1
떼려는,1
다그치자,1
버려요,1
쉬던,1
애절하도록,1
헛기침,1
핏발,1
이발,1
굳지,1
꿈지럭꿈지럭,1
번거로,1
편해,1
걸어주려고,1
내밀었던,1
거두며,1
제자,1
찌르고,1
마땅히,1
폭도,1
받이까지의,1
구가,1
크지,1
편인데도,1
뒤틀어야,1
집까,1
걸어놓게,1
호로,1
빠져나갔어요,1
영감,1
D,1
황씨,1
뜯는,1
들어오라는,1
디딤돌,1
가득한,1
찍어주지,1
재민,1
달래듯이,1
잡아끌었다,1
성숙하고,1
야무졌다,1
바쁘신,1
참담했다,1
그렁그렁,1
사촌형,1
묻느라고,1
납죽,1
가니,1
오뎅,1
볶음,1
같습니다,1
임씬데,1
은데,1
형호,1
일어나더니,1
창자,1
해내는,1
덜어내어진,1
세고,1
일으키고,1
병자,1
흐흠,1
내복,1
돋보기안,1
코끝,1
다듬으며,1
금속,1
빨래판,1
주무르는,1
챗,1
잡으면서,1
빨랫,1
코스모스,1
평행봉,1
껏,1
훌렁,1
묽은,1
태어났는지,1
떠돌아다녔으며,1
시달렸는지,1
삼켜줘요,1
단소,1
웃던데,1
익살,1
브이,1
튀겨지던,1
물방울,1
무더운,1
뜨겁고,1
쓰러,1
귀찮게,1
야무지게,1
나무랐나,1
감추었다,1
서게,1
끼운,1
앙각,1
아까는,1
어리도,1
등진,1
부집,1
먹어야,1
뻔한,1
낭비한,1
전후,1
가보시죠,1
일장,1
컬러,1
찾아내려,1
부질없이,1
읽는구나,1
등학,1
정교하지는,1
갖춘,1
바탕,1
정직,1
교칙,1
무용,1
분필,1
낙서,1
학예회,1
체육대회,1
면대,1
되어가니,1
잡초,1
해졌을,1
고산,1
구령,1
본관,1
교표,1
추웠다,1
잠들었다가,1
났기,1
추우리라,1
입을래요,1
춥지,1
추운데,1
입으세요,1
차분한,1
열어놓은,1
막혔다,1
섞였다,1
비워지고,1
불볕,1
닫아놓아,1
채광,1
그랬더라구요,1
사원,1
놔뒀겠죠,1
왔니,1
깨어났는데도,1
명료했다,1
늘밤,1
머무르는,1
빠져나갔으니까,1
갔더랬어,1
없어졌을,1
와가지구,1
몽땅,1
가져갔거든요,1
니깐,1
깨놓고,1
빨랫줄,1
널린,1
드러냈다,1
까지밖에는,1
지푸라기,1
붙드는,1
사이사,1
어두컴컴했다,1
활기찬,1
을씨년스러웠다,1
물줄,1
누굴,1
찾아왔소,1
머뭇거리며,1
막대기,1
팽팽하,1
하려는지,1
해드릴까,1
둘러보고,1
납득,1
기다려주시겠습니까,1
외져,1
전만,1
북적거렸,1
정색,1
고마움,1
무심함을,1
벗으려는,1
탔을,1
지나가기만,1
다다랐다,1
어둑어둑해지기,1
곡예,1
돌아가려는,1
오는지,1
돌아보지는,1
길들이,1
좁아져,1
고르며,1
알아보았을까,1
대까지,1
차이는,1
방석,1
실핏줄,1
놓쳤다는,1
집이리라는,1
심정,1
찌그러진,1
옥편,1
함인이라는,1
로고,1
예고,1
대피,1
몰살,1
당하여,1
다이얼,1
깨져,1
집힌,1
폐쇄되기,1
했을지,1
얹고,1
묻거나,1
하였으리라,1
꽂힌,1
잖아,1
이었으며,1
동명이인,1
멈추려는,1
가주세요,1
박혔다,1
해보는,1
놔야,1
기지개,1
부서지고,1
부식,1
먹든,1
잡든,1
앉자마자,1
나누,1
구년,1
둬도,1
가져왔어,1
빠져나오며,1
교교하고,1
튀어나올,1
두드리는,1
들려올,1
받이,1
스몄다,1
뛰어나가고,1
올라가다가,1
놀랐잖아,1
내려가기,1
나달나달,1
닳아,1
도움,1
높아짐에,1
나타났,1
사십오,1
도보,1
소형,1
타요,1
선언,1
십팔번,1
막하게,1
갸름해졌다,1
무더,1
마시지,1
걸은,1
지치지도,1
삼양동,1
아래쪽,1
강행,1
소요,1
나을지도,1
양보,1
타면,1
시경,1
정오,1
땅딸,1
않잖,1
초조하,1
여정,1
교차,1
옳,1
묵는,1
달라질,1
빠,1
길음동,1
경향,1
신문사,1
체계,1
관공,1
민간,1
수집,1
해놓다니,1
바뀌었,1
고궁,1
선교,1
미아리고개,1
그렸을,1
알아본,1
구부정하,1
탄환,1
대어져,1
바스러질,1
오려,1
붙여져,1
칠십이,1
담당자,1
바뀔,1
글씨체,1
배고프니,1
먹었잖아요,1
춥죠,1
걸릴,1
냉정했,1
받아들이지,1
해장,1
뜨거워졌다,1
대못,1
육교,1
외우고,1
사간,1
걷다,1
본사,1
범벅,1
뜨겁,1
풀리어가는,1
촉수,1
기다리면서,1
어막는,1
어둑어둑한,1
괜찮을까,1
유릿조각,1
압,1
대단해,1
해놨어,1
묻었다,1
미어오는,1
흐르지,1
건조한,1
다물게,1
풀리어,1
되겠는데,1
반감,1
련,1
홀가분해하고,1
크랩,1
흥미,1
무섭도록,1
싸늘하게,1
두근거리고,1
더럽기,1
잠그기,1
모르잖아,1
곳일,1
신는,1
라나,1
달리다시피,1
활판,1
고딕체,1
유무,1
보폭,1
바뀐,1
왜소한,1
뛰었기,1
만났다는,1
여기였던,1
웅얼거렸다,1
스크,1
랩북,1
가리킨,1
따라가던,1
잠기운이,1
편성,1
달아올라,1
걷던,1
창덕궁,1
반지하,1
찢어,1
놓았었다,1
삼켰었어,1
역이었다,1
잡어주시오,1
직진,1
경향신문사,1
예리하,1
도려냈다,1
졸거나,1
엔진,1
묵직하게,1
엿,1
뛰어오르,1
박질은,1
쫒아,1
잡아주려는,1
알았는지,1
힘없이,1
잡어요,1
밟았을까,1
입으려고,1
드러나던,1
게워내던,1
잔영,1
탐욕,1
세찬,1
뛰어올라,1
해주십시오,1
퍼센트,1
공제,1
아니었니,1
명인,1
친숙하게,1
에서와,1
말하곤,1
무명실,1
사랑스럽,1
매만지다가,1
체념한,1
내려왔,1
좁혀졌을,1
가려운,1
내리면,1
천박했다,1
이만오천원,1
비싸다는,1
있네,1
건외,1
좋아하면서,1
사가는,1
고급,1
숨겨져,1
비추지,1
시속,1
평등했다,1
마찬,1
빨아들이는,1
유인,1
해내어,1
웅웅거렸,1
들이밀고,1
표지판,1
퍼뜩퍼뜩,1
단색,1
태어났으므로,1
저장,1
나오려,1
어울릴,1
예스,1
적삼,1
비싸,1
쫓기는,1
달아나기,1
외침이었다,1
슬슬,1
아슴하,1
장딴지,1
빈약한,1
출렁거렸다,1
덮을,1
비스듬,1
올려다보였다,1
지켜보았,1
심심함,1
배웠다,1
얻게,1
타게,1
몽,1
농밀,1
날짐승,1
퍼덕거림,1
좋아했던,1
동백나무,1
바라보이는,1
황혼,1
자랐고,1
신령,1
익숙해지면서,1
투정,1
만들어주지,1
나간다,1
하찮은,1
사야,1
머물렀을,1
무심히,1
거두었던,1
파이긴,1
성용,1
건너면서,1
휼훌,1
벗어던지더라,1
알았어,1
떨이,1
그득그득,1
역겨운,1
허헛,1
뭐라는,1
계면,1
반짝거리는,1
차장,1
일어섰,1
늦추고,1
끼득,1
춘,1
곤증,1
붙임성,1
미술,1
발가벗고,1
걸어가는데,1
술렁거림이,1
일었다,1
이어주는,1
팔자,1
모형,1
먹만,1
장난감,1
공룡,1
탁상,1
추격,1
잡혔다,1
손가락질,1
지르,1
맹렬하게,1
달아났,1
호루라기,1
뻔했던,1
왜곡,1
여윈,1
희었으므로,1
음부,1
성감,1
눈뜨고,1
싸려는,1
쫓아온,1
팔목,1
벗더라,1
죽거,1
제모,1
횡,1
국방,1
사태,1
여위어,1
작지,1
않고서,1
늙,1
씻기며,1
떨었을,1
단정하여,1
드러내,1
있는지를,1
나서면,1
복제,1
리어카,1
달콤한,1
퍼지,1
올려다보았,1
두꺼비,1
빼고는,1
도망쳐나와,1
봤나,1
알아보았다,1
끌려가며,1
치어,1
복숭아,1
퇴근길,1
지나다가,1
밝혀지고,1
좁다,1
춤추듯이,1
어그,1
따랐다,1
뛰었어야지,1
보네,1
익지,1
····,1
서성대던,1
지날,1
일그러졌고,1
육식,1
잡아야,1
소나,1
닭,1
죽어야,1
버스비,1
킬로,1
빗속,1
목구,1
넘길,1
일화,1
평화스러운,1
알아보고,1
불편했던,1
고통스러웠다,1
대던,1
흐릿하,1
개어졌다,1
잊혀지지는,1
뭉뚱,1
그려지고,1
마주칠,1
나누었었다,1
평화스럽고,1
경주마,1
군상,1
별반,1
중요하지,1
사라졌을,1
위무,1
장선,1
광태,1
빗줄기,1
디자인,1
입어주,1
편이었으므로,1
하의,1
썩고,1
풍긴다,1
환해진,1
식는다,1
무의미한,1
쉼,1
웅얼거리,1
행위,1
어땠을까,1
어땠을,1
꼬집듯이,1
붙들며,1
뇌,1
사주겠다고,1
역겹고,1
퍼붓는다,1
건강해진,1
낫다,1
여겨지지,1
아요,1
떨어질,1
슬프게,1
대는데요,1
방정,1
연연,1
였지만,1
빨며,1
츰,1
쓰다듬는,1
풀어,1
헤친,1
끼칠,1
움직이,1
보느라고,1
낯설기,1
곧잘,1
만지는,1
깎,1
설거지,1
나가게,1
오라비,1
애틋하게,1
라야,1
멈추는,1
평범하기,1
모빌,1
안경점,1
부딪치며,1
사줄,1
요량,1
기웃,1
있기에,1
드느냐고,1
입기도,1
사이즈,1
끌어내자,1
알지도,1
줄어가는,1
예금,1
잔고,1
빠르고,1
사랑스러,1
만들었을까,1
복되어,1
걸려오던,1
끊어졌다,1
틀어놓는,1
택할,1
깨끗하게,1
확실하게,1
끝난다는,1
버터,1
어리지만,1
미숙,1
느껴지게,1
들던,1
따뜻함과,1
후광,1
갔는가,1
끊을,1
무안한,1
작아져,1
쓰다듬으려,1
쩐,1
거북하여,1
웃고만,1
빠지곤,1
품위,1
윤이나,1
친족,1
아니었으므로,1
나타나야만,1
입히고,1
신겼다,1
건강한,1
발광,1
하세요,1
끊겼다,1
용건,1
있으나,1
쉽지가,1
서적,1
받아놓긴,1
보아야겠다고,1
펀치,1
버티어,1
찾아냈다고,1
보려,1
갈등,1
있었던지도,1
오가면,1
제정,1
되돌아갈,1
보살필,1
책임질,1
넣거나,1
살아왔다,1
주고받으며,1
책임지,1
놔둔,1
걸려오는,1
든다,1
경쾌한,1
보아놓았다고,1
엿보고,1
앉혔어야,1
옳았을,1
늦었,1
그만두어야,1
곰살궂었던,1
낭,1
치레,1
아이참,1
미안해서,1
싶었는,1
고마웠어요,1
뛰어내려,1
더러워지는,1
의치,1
흥얼거리고,1
되어주었던,1
끊겼고,1
고등학생,1
논술,1
지내던,1
침울했다,1
견뎌,1
내었다고,1
임시직,1
연장,1
미지,1
다쭸다,1
후텁,1
반도,1
휩쓸고,1
분주하게,1
도와줄까,1
물었지,1
놔두기가,1
불안하다고,1
쫓기고,1
탔어요,1
괜찮았는데,1
긁으며,1
몰랐죠,1
해주리라는,1
괴롭,1
태연했으나,1
막히고,1
반나마,1
왔잖습니까,1
참아주시면,1
창백하게,1
나가려,1
헤집으,1
쫓고,1
젖히려고,1
답답해서,1
열어줄게,1
막으며,1
열었어,1
내밀려,1
닫아야만,1
사력,1
떠밀었다,1
도망치듯,1
물러서며,1
들어섰다는,1
쳐나가,1
으며,1
떼어놓고,1
기울이고,1
견뎠을,1
포부,1
가라앉으면서,1
해주었던,1
시들해졌다,1
우스꽝스러울,1
억울함,1
똘똘,1
폐소공포증,1
극장,1
답답해,1
공중화장실,1
습성,1
비추는,1
사진첩,1
캄캄하지만,1
영영사전,1
가필,1
툼,1
수척해,1
살펴볼,1
빚었던,1
얌전하다,1
우울해,1
이러는,1
아느냐,1
용렬,1
껍절,1
굶지만,1
지치게,1
세울,1
묶고,1
많기,1
무능력자,1
걸어주는,1
새는,1
어떠냐,1
안쓰럽고,1
민망할,1
냈는데,1
건네주기는,1
해오면,1
찾아가거나,1
사라지지,1
침침하다는,1
해왔는데,1
남향,1
암시,1
물으려,1
헤매어다니,1
집게손가락,1
앨,1
가난했던,1
만지작거리다가,1
생각난다구,1
돌아오며,1
당당한,1
재래시장,1
접혀져,1
쳐든,1
랫,1
견디고,1
털어놓던,1
있더라,1
일광욕,1
식물,1
같았어요,1
구부러지는,1
후포,1
봤어요,1
입으면,1
어엿하고,1
밝혀주고,1
렴풋,1
왔으며,1
살아나기,1
찾아갈,1
밝잖아요,1
씁쓸한,1
좋아했었어요,1
보았으며,1
치우지,1
무과,1
감사,1
커피잔,1
실핀,1
잡히,1
희부스름,1
자였다,1
던져놨구나,1
갸웃거렸다,1
막막했었잖아요,1
주긴,1
모자랐었죠,1
더듬으려는,1
융통,1
세계였을까,1
울퉁불퉁한,1
호한,1
날뛰고,1
낄낄,1
기괴하게,1
울려퍼졌다,1
위험하잖아요,1
포의,1
꾸었기,1
갖다주며,1
싫증,1
냈었다,1
흡사했으나,1
나아져,1
드러진,1
사각형,1
많지도,1
다소곳이,1
갔다면,1
내다,1
버렸더라구요,1
챘어야,1
끌었던,1
상표,1
뜯긴,1
샀을,1
선물,1
되었으리라,1
먹으면서,1
금융실명제,1
잃어버렸어,1
교통비,1
식비,1
삼사만원,1
모았어도,1
갔군요,1
털어서,1
분명해요,1
다행한,1
만원,1
갖다놓고,1
두었더라구요,1
잊어버리고,1
신통하게도,1
밤사이,1
났던,1
아니었겠고,1
갚은,1
지내도록,1
안다,1
여동생,1
왔죠,1
났는지,1
물었더니,1
보여줬어,1
조롱,1
던졌으며,1
달라졌어요,1
미쳐가는,1
들어가다가,1
뻗어나가다가,1
뻗,1
터져나오듯이,1
지나쳐가,1
모임,1
나가서는,1
보이는지,1
실없고,1
저속한,1
내뱉어,1
부도덕할,1
겪거나,1
지내다,1
망설임,1
중학생,1
씀으로써만,1
해왔었으므로,1
투명인간,1
여겨져,1
넣어놓으려,1
까매진,1
검어졌다,1
당해서,1
래서,1
궁금했었죠,1
강간,1
당하거나,1
지르려,1
좋아하지요,1
모르니까,1
되었을까,1
늘어,1
릿속,1
되살리려고,1
갔으므로,1
빨아들였다,1
오르지,1
깐깐한,1
입양,1
서투름이,1
네발동물,1
싶은데요,1
싫어해,1
어땠죠,1
그랬겠죠,1
해보곤,1
어땠을까요,1
만났어도,1
좋아했을까,1
불었다,1
흔들린,1
쎄,1
같진,1
일수록,1
뿐인데도,1
감돌고,1
좋겠어요,1
뚱한,1
어땠는지,1
돌아가면서,1
떠올렸던,1
수정,1
풍만한,1
가라앉지,1
그랬을까,1
미쳤을까,1
벗었을까,1
줬어,1
뇨,1
꾼다기에,1
사주면,1
어루만지듯이,1
나긋나긋한,1
다정함이,1
서툴긴,1
열어놓아,1
심해,1
말마,1
달려가고,1
나오든,1
남겠다고,1
남겨놓고,1
해보기로,1
석유파동,1
덮으려다가,1
중인,1
읽기,1
확률,1
맞는다,1
않았다고는,1
운전기사,1
몰랐니,1
재미있다는,1
나아진,1
숙,1
위생,1
샤워실,1
불결했다,1
욕조,1
비스킷,1
위층,1
숙뿐,1
돌아가거나,1
동해안,1
진시,1
좋도록,1
괜찮네요,1
충분했으리라,1
이모,1
품곤,1
치어졌,1
후미지고,1
중심지,1
수위,1
산호,1
괴롭혔던,1
피로했던,1
되살리다가,1
없으리라는,1
닮은꼴,1
예닐곱,1
성숙했고,1
닮았다고,1
나오니,1
살아남아,1
메탄가스,1
탄층,1
이산화탄소,1
나오기도,1
이런저런,1
내려다보였고,1
섞여서,1
덮치는,1
강인해,1
보였으,1
흡인,1
느껴졌으나,1
건네거나,1
내버리고,1
급식,1
익금,1
만들었는데,1
무상,1
준다는,1
캡션,1
많았구나,1
탄이,1
물때,1
잠기,1
우울해졌다,1
갈아입지,1
울적하리만치,1
의하지,1
봤던,1
나왔어,1
많더라구요,1
하월,1
바뀌기,1
초생달,1
그믐,1
들이었겠,1
어울리는군요,1
달도,1
재해,1
천사백사십삼,1
벅차올랐던,1
움츠러들며,1
반동,1
털어내려는,1
영암,1
월출산,1
채탄량,1
급여,1
도급,1
제도,1
생계비,1
타내려면,1
칙,1
일해,1
동쪽,1
등고선,1
선진국,1
배였을,1
사십일,1
배야,1
미비,1
소홀,1
따돌려지,1
간섭,1
쓸데없는,1
지껄여야만,1
염증,1
피곤해,1
깔끔해,1
잠들려,1
